tripid,hhid,persid,starthour,startime,arrhour,arrtime,triptime,cumdist,trippurp,dayType,mainmode,totalvehs,homelga,weekly_hhinc_group,annual_hhinc_group,hhpoststratweight,trippoststratweight
Y24H6230533P02T02,Y24H6230533,Y24H6230533P02,11,690,11,705,15,5.36564,Recreational,Weekday,Private,1.0,Moorabool (S),15.0,15.0,288.7507745,261.763780026
Y24H6230534P01T01,Y24H6230534,Y24H6230534P01,20,1210,20,1215,5,3.42586,Recreational,Weekend,Private,2.0,Moorabool (S),4.0,4.0,356.6961888,462.279706829
Y24H6230534P01T02,Y24H6230534,Y24H6230534P01,20,1218,20,1222,4,3.42586,Recreational,Weekend,Private,2.0,Moorabool (S),4.0,4.0,356.6961888,462.279706829
Y24H6230534P02T01,Y24H6230534,Y24H6230534P02,20,1210,20,1215,5,3.42586,Recreational,Weekend,Private,2.0,Moorabool (S),4.0,4.0,356.6961888,415.420485219
Y24H6230534P02T02,Y24H6230534,Y24H6230534P02,20,1218,20,1222,4,3.42586,Recreational,Weekend,Private,2.0,Moorabool (S),4.0,4.0,356.6961888,415.420485219
Y24H6230535P02T01,Y24H6230535,Y24H6230535P02,12,753,12,762,9,6.87363,Recreational,Weekend,Private,2.0,Moorabool (S),13.0,13.0,306.0553577,220.544689746
Y24H6230535P02T02,Y24H6230535,Y24H6230535P02,12,773,12,774,1,0.42728,Recreational,Weekend,Private,2.0,Moorabool (S),13.0,13.0,306.0553577,220.544689746
Y24H6230535P02T03,Y24H6230535,Y24H6230535P02,12,774,13,803,29,22.60335,Recreational,Weekend,Private,2.0,Moorabool (S),13.0,13.0,306.0553577,220.544689746
Y24H6230535P02T04,Y24H6230535,Y24H6230535P02,14,851,14,852,1,0.36079,Recreational,Weekend,Private,2.0,Moorabool (S),13.0,13.0,306.0553577,220.544689746
Y24H6230535P02T05,Y24H6230535,Y24H6230535P02,14,855,14,875,20,22.41738,Recreational,Weekend,Private,2.0,Moorabool (S),13.0,13.0,306.0553577,220.544689746
Y24H6230535P02T06,Y24H6230535,Y24H6230535P02,15,930,15,939,9,6.71572,Recreational,Weekend,Private,2.0,Moorabool (S),13.0,13.0,306.0553577,220.544689746
Y24H6230535P03T01,Y24H6230535,Y24H6230535P03,12,753,12,762,9,6.87363,Recreational,Weekend,Private,2.0,Moorabool (S),13.0,13.0,306.0553577,319.630884794
Y24H6230535P03T02,Y24H6230535,Y24H6230535P03,12,773,12,774,1,0.42722,Recreational,Weekend,Private,2.0,Moorabool (S),13.0,13.0,306.0553577,319.630884794
Y24H6230535P03T03,Y24H6230535,Y24H6230535P03,12,774,13,803,29,22.60335,Recreational,Weekend,Private,2.0,Moorabool (S),13.0,13.0,306.0553577,319.630884794
Y24H6230535P03T04,Y24H6230535,Y24H6230535P03,14,851,14,852,1,0.36079,Recreational,Weekend,Private,2.0,Moorabool (S),13.0,13.0,306.0553577,319.630884794
Y24H6230535P03T05,Y24H6230535,Y24H6230535P03,14,855,14,875,20,22.41738,Recreational,Weekend,Private,2.0,Moorabool (S),13.0,13.0,306.0553577,319.630884794
Y24H6230535P03T06,Y24H6230535,Y24H6230535P03,15,930,15,939,9,6.71572,Recreational,Weekend,Private,2.0,Moorabool (S),13.0,13.0,306.0553577,319.630884794
Y24H6230536P01T01,Y24H6230536,Y24H6230536P01,13,828,13,837,9,5.26737,Work,Weekday,Private,7.0,Moorabool (S),15.0,15.0,1183.789518,1170.0706903
Y24H6230536P01T02,Y24H6230536,Y24H6230536P01,15,907,15,908,1,0.26248,Recreational,Weekday,Private,7.0,Moorabool (S),15.0,15.0,1183.789518,1170.0706903
Y24H6230536P01T03,Y24H6230536,Y24H6230536P01,15,918,15,920,2,0.71076,Recreational,Weekday,Private,7.0,Moorabool (S),15.0,15.0,1183.789518,1170.0706903
Y24H6230536P01T04,Y24H6230536,Y24H6230536P01,15,923,15,957,34,40.67822,Recreational,Weekday,Private,7.0,Moorabool (S),15.0,15.0,1183.789518,1170.0706903
Y24H6230536P01T05,Y24H6230536,Y24H6230536P01,16,1002,17,1040,38,42.43327,Recreational,Weekday,Private,7.0,Moorabool (S),15.0,15.0,1183.789518,1170.0706903
Y24H6230536P01T06,Y24H6230536,Y24H6230536P01,17,1057,17,1060,3,0.30261,Recreational,Weekday,Active,7.0,Moorabool (S),15.0,15.0,1183.789518,1170.0706903
Y24H6230536P01T07,Y24H6230536,Y24H6230536P01,18,1126,18,1129,3,0.30261,Recreational,Weekday,Active,7.0,Moorabool (S),15.0,15.0,1183.789518,1170.0706903
Y24H6230536P02T01,Y24H6230536,Y24H6230536P02,13,828,13,837,9,5.26734,Work,Weekday,Private,7.0,Moorabool (S),15.0,15.0,1183.789518,905.938948741
Y24H6230536P02T02,Y24H6230536,Y24H6230536P02,15,907,15,908,1,0.26248,Recreational,Weekday,Private,7.0,Moorabool (S),15.0,15.0,1183.789518,905.938948741
Y24H6230536P02T03,Y24H6230536,Y24H6230536P02,15,918,15,920,2,0.71076,Recreational,Weekday,Private,7.0,Moorabool (S),15.0,15.0,1183.789518,905.938948741
Y24H6230536P02T04,Y24H6230536,Y24H6230536P02,15,923,15,957,34,40.67822,Recreational,Weekday,Private,7.0,Moorabool (S),15.0,15.0,1183.789518,905.938948741
Y24H6230536P02T05,Y24H6230536,Y24H6230536P02,16,1002,17,1040,38,42.43327,Recreational,Weekday,Private,7.0,Moorabool (S),15.0,15.0,1183.789518,905.938948741
Y24H6230536P02T06,Y24H6230536,Y24H6230536P02,17,1057,17,1060,3,0.30261,Recreational,Weekday,Active,7.0,Moorabool (S),15.0,15.0,1183.789518,905.938948741
Y24H6230536P02T07,Y24H6230536,Y24H6230536P02,18,1126,18,1129,3,0.30261,Recreational,Weekday,Active,7.0,Moorabool (S),15.0,15.0,1183.789518,905.938948741
Y24H6230542P01T01,Y24H6230542,Y24H6230542P01,14,853,15,904,51,78.56117,Recreational,Weekend,Private,2.0,Moorabool (S),6.0,6.0,380.3917615,409.353408335
Y24H6230542P01T02,Y24H6230542,Y24H6230542P01,18,1102,19,1151,49,78.56117,Recreational,Weekend,Private,2.0,Moorabool (S),6.0,6.0,380.3917615,409.353408335
Y24H6230542P02T01,Y24H6230542,Y24H6230542P02,15,904,15,908,4,3.2641,Recreational,Weekend,Private,2.0,Moorabool (S),6.0,6.0,380.3917615,412.411096477
Y24H6230542P02T02,Y24H6230542,Y24H6230542P02,15,917,15,921,4,3.26399,Recreational,Weekend,Private,2.0,Moorabool (S),6.0,6.0,380.3917615,412.411096477
Y24H6240201P01T01,Y24H6240201,Y24H6240201P01,4,270,4,294,24,18.28395,Work,Weekday,Private,1.0,Manningham (C),12.0,12.0,798.5852919,684.106723662
Y24H6240201P01T02,Y24H6240201,Y24H6240201P01,14,870,15,900,30,18.28395,Work,Weekday,Private,1.0,Manningham (C),12.0,12.0,798.5852919,684.106723662
Y24H6240205P01T01,Y24H6240205,Y24H6240205P01,11,704,12,738,34,6.54941,Work,Weekday,Public,0.0,Manningham (C),6.0,6.0,771.0842531,939.026087526
Y24H6240205P01T02,Y24H6240205,Y24H6240205P01,13,836,14,888,52,6.57374,Work,Weekday,Public,0.0,Manningham (C),6.0,6.0,771.0842531,939.026087526
Y24H6240205P02T01,Y24H6240205,Y24H6240205P02,12,765,13,801,36,14.22682,Recreational,Weekday,Public,0.0,Manningham (C),6.0,6.0,771.0842531,896.373154482
Y24H6240205P02T02,Y24H6240205,Y24H6240205P02,13,817,14,861,44,3.75816,Work,Weekday,Active,0.0,Manningham (C),6.0,6.0,771.0842531,896.373154482
Y24H6240205P02T03,Y24H6240205,Y24H6240205P02,15,933,16,973,40,3.06869,Recreational,Weekday,Active,0.0,Manningham (C),6.0,6.0,771.0842531,896.373154482
Y24H6240205P02T04,Y24H6240205,Y24H6240205P02,16,983,17,1035,52,17.9488,Recreational,Weekday,Public,0.0,Manningham (C),6.0,6.0,771.0842531,896.373154482
Y24H6240205P02T05,Y24H6240205,Y24H6240205P02,17,1043,17,1074,31,6.01553,Recreational,Weekday,Public,0.0,Manningham (C),6.0,6.0,771.0842531,896.373154482
Y24H6240205P02T06,Y24H6240205,Y24H6240205P02,18,1127,19,1143,16,2.66624,Recreational,Weekday,Public,0.0,Manningham (C),6.0,6.0,771.0842531,896.373154482
Y24H6240211P01T01,Y24H6240211,Y24H6240211P01,6,390,6,415,25,11.82016,Work,Weekday,Private,,,,,1.0,700.881833491
Y24H6240211P01T02,Y24H6240211,Y24H6240211P01,7,445,7,470,25,11.82021,Work,Weekday,Private,,,,,1.0,700.881833491
Y24H6240213P01T01,Y24H6240213,Y24H6240213P01,8,510,9,550,40,23.62444,Recreational,Weekend,Private,2.0,Manningham (C),16.0,16.0,819.2876981,1124.67294009
Y24H6240213P01T02,Y24H6240213,Y24H6240213P01,10,650,11,682,32,1.63491,Recreational,Weekend,Public,2.0,Manningham (C),16.0,16.0,819.2876981,1124.67294009
Y24H6240213P01T03,Y24H6240213,Y24H6240213P01,14,850,15,920,70,25.394,Recreational,Weekend,Private,2.0,Manningham (C),16.0,16.0,819.2876981,1124.67294009
Y24H6240213P02T01,Y24H6240213,Y24H6240213P02,8,510,9,550,40,23.62441,Recreational,Weekend,Private,2.0,Manningham (C),16.0,16.0,819.2876981,1270.601899538
Y24H6240213P02T02,Y24H6240213,Y24H6240213P02,10,650,11,682,32,1.63674,Recreational,Weekend,Public,2.0,Manningham (C),16.0,16.0,819.2876981,1270.601899538
Y24H6240213P02T03,Y24H6240213,Y24H6240213P02,14,850,15,920,70,25.3907,Recreational,Weekend,Private,2.0,Manningham (C),16.0,16.0,819.2876981,1270.601899538
Y24H6240213P03T01,Y24H6240213,Y24H6240213P03,8,510,9,550,40,23.62441,Recreational,Weekend,Private,2.0,Manningham (C),16.0,16.0,819.2876981,1807.897904796
Y24H6240213P03T02,Y24H6240213,Y24H6240213P03,10,650,11,682,32,1.63609,Recreational,Weekend,Public,2.0,Manningham (C),16.0,16.0,819.2876981,1807.897904796
Y24H6240213P03T03,Y24H6240213,Y24H6240213P03,14,850,15,920,70,25.39175,Recreational,Weekend,Private,2.0,Manningham (C),16.0,16.0,819.2876981,1807.897904796
Y24H6240213P04T01,Y24H6240213,Y24H6240213P04,8,510,9,550,40,23.62441,Recreational,Weekend,Private,2.0,Manningham (C),16.0,16.0,819.2876981,1694.205542986
Y24H6240213P04T02,Y24H6240213,Y24H6240213P04,10,650,11,682,32,1.63609,Recreational,Weekend,Public,2.0,Manningham (C),16.0,16.0,819.2876981,1694.205542986
Y24H6240213P04T03,Y24H6240213,Y24H6240213P04,14,850,15,920,70,25.3913,Recreational,Weekend,Private,2.0,Manningham (C),16.0,16.0,819.2876981,1694.205542986
Y24H6240218P01T01,Y24H6240218,Y24H6240218P01,11,700,12,725,25,13.60483,Recreational,Weekday,Private,1.0,Manningham (C),6.0,6.0,863.6071189,883.622426876
Y24H6240218P01T02,Y24H6240218,Y24H6240218P01,14,855,14,890,35,13.60483,Recreational,Weekday,Private,1.0,Manningham (C),6.0,6.0,863.6071189,883.622426876
Y24H6240227P01T01,Y24H6240227,Y24H6240227P01,9,570,10,625,55,48.4949,Recreational,Weekend,Private,1.0,Manningham (C),12.0,12.0,626.3310203,2170.059025293
Y24H6240227P01T02,Y24H6240227,Y24H6240227P01,14,860,14,885,25,16.47417,Recreational,Weekend,Private,1.0,Manningham (C),12.0,12.0,626.3310203,2170.059025293
Y24H6240227P01T03,Y24H6240227,Y24H6240227P01,16,965,16,1010,45,36.32292,Recreational,Weekend,Private,1.0,Manningham (C),12.0,12.0,626.3310203,2170.059025293
Y24H6240227P02T01,Y24H6240227,Y24H6240227P02,9,570,10,625,55,48.4949,Recreational,Weekend,Private,1.0,Manningham (C),12.0,12.0,626.3310203,801.088924758
Y24H6240227P02T02,Y24H6240227,Y24H6240227P02,14,860,14,885,25,16.47417,Recreational,Weekend,Private,1.0,Manningham (C),12.0,12.0,626.3310203,801.088924758
Y24H6240227P02T03,Y24H6240227,Y24H6240227P02,16,965,16,1010,45,36.32292,Recreational,Weekend,Private,1.0,Manningham (C),12.0,12.0,626.3310203,801.088924758
Y24H6240229P01T01,Y24H6240229,Y24H6240229P01,16,962,16,986,24,14.16572,Recreational,Weekday,Private,2.0,Manningham (C),15.0,15.0,739.091218,1062.963777503
Y24H6240229P01T02,Y24H6240229,Y24H6240229P01,17,1044,17,1067,23,11.4998,Recreational,Weekday,Private,2.0,Manningham (C),15.0,15.0,739.091218,1062.963777503
Y24H6240229P01T03,Y24H6240229,Y24H6240229P01,18,1085,18,1092,7,4.20014,Recreational,Weekday,Private,2.0,Manningham (C),15.0,15.0,739.091218,1062.963777503
Y24H6240229P01T04,Y24H6240229,Y24H6240229P01,18,1128,18,1130,2,0.62528,Recreational,Weekday,Private,2.0,Manningham (C),15.0,15.0,739.091218,1062.963777503
Y24H6240229P01T05,Y24H6240229,Y24H6240229P01,18,1137,18,1139,2,0.62528,Recreational,Weekday,Private,2.0,Manningham (C),15.0,15.0,739.091218,1062.963777503
Y24H6240229P02T01,Y24H6240229,Y24H6240229P02,16,962,16,986,24,14.16568,Recreational,Weekday,Private,2.0,Manningham (C),15.0,15.0,739.091218,672.260510403
Y24H6240229P02T02,Y24H6240229,Y24H6240229P02,17,1044,17,1067,23,11.49983,Recreational,Weekday,Private,2.0,Manningham (C),15.0,15.0,739.091218,672.260510403
Y24H6240229P02T03,Y24H6240229,Y24H6240229P02,18,1085,18,1092,7,4.20014,Recreational,Weekday,Private,2.0,Manningham (C),15.0,15.0,739.091218,672.260510403
Y24H6240233P01T01,Y24H6240233,Y24H6240233P01,8,500,9,548,48,20.93871,Work,Weekday,Public,2.0,Manningham (C),14.0,14.0,609.0002162,519.281671198
Y24H6240233P01T02,Y24H6240233,Y24H6240233P01,16,973,16,976,3,0.18987,Work,Weekday,Active,2.0,Manningham (C),14.0,14.0,609.0002162,519.281671198
Y24H6240233P01T03,Y24H6240233,Y24H6240233P01,16,976,17,1063,87,85.21928,Recreational,Weekday,Private,2.0,Manningham (C),14.0,14.0,609.0002162,519.281671198
Y24H6240233P01T04,Y24H6240233,Y24H6240233P01,17,1071,18,1099,28,32.85396,Recreational,Weekday,Private,2.0,Manningham (C),14.0,14.0,609.0002162,519.281671198
Y24H6240233P01T05,Y24H6240233,Y24H6240233P01,23,1384,24,1493,109,133.25364,Recreational,Weekday,Private,2.0,Manningham (C),14.0,14.0,609.0002162,519.281671198
Y24H6240233P02T01,Y24H6240233,Y24H6240233P02,8,500,8,509,9,5.48713,Recreational,Weekday,Private,2.0,Manningham (C),14.0,14.0,609.0002162,1134.299380482
Y24H6240233P02T02,Y24H6240233,Y24H6240233P02,8,509,8,513,4,2.1945,Recreational,Weekday,Private,2.0,Manningham (C),14.0,14.0,609.0002162,1134.299380482
Y24H6240233P02T03,Y24H6240233,Y24H6240233P02,9,540,9,546,6,1.80482,Recreational,Weekday,Private,2.0,Manningham (C),14.0,14.0,609.0002162,1134.299380482
Y24H6240233P02T04,Y24H6240233,Y24H6240233P02,9,568,9,577,9,4.17201,Recreational,Weekday,Private,2.0,Manningham (C),14.0,14.0,609.0002162,1134.299380482
Y24H6240233P02T05,Y24H6240233,Y24H6240233P02,15,909,15,917,8,3.30449,Recreational,Weekday,Private,2.0,Manningham (C),14.0,14.0,609.0002162,1134.299380482
Y24H6240233P02T06,Y24H6240233,Y24H6240233P02,15,921,15,943,22,16.32681,Recreational,Weekday,Private,2.0,Manningham (C),14.0,14.0,609.0002162,1134.299380482
Y24H6240233P02T07,Y24H6240233,Y24H6240233P02,15,955,15,959,4,0.25034,Work,Weekday,Private,2.0,Manningham (C),14.0,14.0,609.0002162,1134.299380482
Y24H6240233P02T08,Y24H6240233,Y24H6240233P02,16,961,16,973,12,0.25034,Recreational,Weekday,Private,2.0,Manningham (C),14.0,14.0,609.0002162,1134.299380482
Y24H6240233P02T09,Y24H6240233,Y24H6240233P02,16,976,17,1063,87,85.21928,Recreational,Weekday,Private,2.0,Manningham (C),14.0,14.0,609.0002162,1134.299380482
Y24H6240233P02T10,Y24H6240233,Y24H6240233P02,17,1071,18,1099,28,32.85396,Recreational,Weekday,Private,2.0,Manningham (C),14.0,14.0,609.0002162,1134.299380482
Y24H6240233P02T11,Y24H6240233,Y24H6240233P02,23,1384,24,1493,109,133.25364,Recreational,Weekday,Private,2.0,Manningham (C),14.0,14.0,609.0002162,1134.299380482
Y24H6240238P01T01,Y24H6240238,Y24H6240238P01,9,567,10,610,43,23.40914,Work,Weekday,Private,1.0,Manningham (C),12.0,12.0,612.6055735,522.355883527
Y24H6240238P01T02,Y24H6240238,Y24H6240238P01,17,1058,18,1104,46,23.40914,Work,Weekday,Private,1.0,Manningham (C),12.0,12.0,612.6055735,522.355883527
Y24H6240240P01T01,Y24H6240240,Y24H6240240P01,17,1020,17,1035,15,0.73799,Recreational,Weekday,Active,2.0,Manningham (C),14.0,14.0,699.929768,1844.756690619
Y24H6240240P01T02,Y24H6240240,Y24H6240240P01,18,1095,18,1110,15,0.7381,Recreational,Weekday,Active,2.0,Manningham (C),14.0,14.0,699.929768,1844.756690619
Y24H6240240P02T01,Y24H6240240,Y24H6240240P02,8,510,9,540,30,21.00633,Work,Weekday,Private,2.0,Manningham (C),14.0,14.0,699.929768,596.815386907
Y24H6240240P02T02,Y24H6240240,Y24H6240240P02,17,1020,17,1050,30,21.00642,Work,Weekday,Private,2.0,Manningham (C),14.0,14.0,699.929768,596.815386907
Y24H6240240P02T03,Y24H6240240,Y24H6240240P02,18,1130,19,1160,30,24.54517,Recreational,Weekday,Private,2.0,Manningham (C),14.0,14.0,699.929768,596.815386907
Y24H6240240P02T04,Y24H6240240,Y24H6240240P02,21,1290,22,1320,30,24.95495,Recreational,Weekday,Private,2.0,Manningham (C),14.0,14.0,699.929768,596.815386907
Y24H6240240P02T05,Y24H6240240,Y24H6240240P02,22,1330,22,1340,10,5.34256,Recreational,Weekday,Private,2.0,Manningham (C),14.0,14.0,699.929768,596.815386907
Y24H6240240P03T01,Y24H6240240,Y24H6240240P03,6,390,7,420,30,8.22214,Work,Weekday,Private,2.0,Manningham (C),14.0,14.0,699.929768,830.866841634
Y24H6240240P03T02,Y24H6240240,Y24H6240240P03,17,1020,17,1047,27,8.22214,Work,Weekday,Private,2.0,Manningham (C),14.0,14.0,699.929768,830.866841634
Y24H6240240P03T03,Y24H6240240,Y24H6240240P03,18,1130,19,1160,30,24.54517,Recreational,Weekday,Private,2.0,Manningham (C),14.0,14.0,699.929768,830.866841634
Y24H6240240P03T04,Y24H6240240,Y24H6240240P03,21,1290,22,1320,30,24.95495,Recreational,Weekday,Private,2.0,Manningham (C),14.0,14.0,699.929768,830.866841634
Y24H6240240P03T05,Y24H6240240,Y24H6240240P03,22,1330,22,1340,10,5.34256,Recreational,Weekday,Private,2.0,Manningham (C),14.0,14.0,699.929768,830.866841634
Y24H6240404P01T01,Y24H6240404,Y24H6240404P01,16,960,16,1010,50,16.92803,Work,Weekday,Private,2.0,Banyule (C),12.0,12.0,400.4730389,380.338570415
Y24H6240404P01T02,Y24H6240404,Y24H6240404P01,24,1440,24,1470,30,16.92803,Work,Weekday,Private,2.0,Banyule (C),12.0,12.0,400.4730389,380.338570415
Y24H6240404P02T01,Y24H6240404,Y24H6240404P02,6,390,7,440,50,23.00416,Work,Weekday,Private,2.0,Banyule (C),12.0,12.0,400.4730389,213.989226753
Y24H6240404P02T02,Y24H6240404,Y24H6240404P02,16,990,17,1050,60,23.00416,Work,Weekday,Private,2.0,Banyule (C),12.0,12.0,400.4730389,213.989226753
Y24H6240410P01T01,Y24H6240410,Y24H6240410P01,7,421,7,468,47,23.521,Work,Weekday,Private,2.0,Banyule (C),10.0,10.0,377.0845992,430.366289579
Y24H6240410P01T02,Y24H6240410,Y24H6240410P01,12,746,13,788,42,23.521,Work,Weekday,Private,2.0,Banyule (C),10.0,10.0,377.0845992,430.366289579
Y24H6240410P01T03,Y24H6240410,Y24H6240410P01,16,960,16,981,21,4.84713,Recreational,Weekday,Private,2.0,Banyule (C),10.0,10.0,377.0845992,430.366289579
Y24H6240410P01T04,Y24H6240410,Y24H6240410P01,16,999,16,1011,12,4.84713,Recreational,Weekday,Private,2.0,Banyule (C),10.0,10.0,377.0845992,430.366289579
Y24H6240410P01T05,Y24H6240410,Y24H6240410P01,18,1080,18,1095,15,2.40282,Recreational,Weekday,Private,2.0,Banyule (C),10.0,10.0,377.0845992,430.366289579
Y24H6240410P01T06,Y24H6240410,Y24H6240410P01,19,1145,19,1160,15,2.40282,Recreational,Weekday,Private,2.0,Banyule (C),10.0,10.0,377.0845992,430.366289579
Y24H6240410P02T01,Y24H6240410,Y24H6240410P02,18,1080,18,1095,15,2.40282,Recreational,Weekday,Private,2.0,Banyule (C),10.0,10.0,377.0845992,280.544100066
Y24H6240410P02T02,Y24H6240410,Y24H6240410P02,19,1145,19,1160,15,2.40282,Recreational,Weekday,Private,2.0,Banyule (C),10.0,10.0,377.0845992,280.544100066
Y24H6240410P03T01,Y24H6240410,Y24H6240410P03,10,630,10,650,20,12.50989,Recreational,Weekday,Private,2.0,Banyule (C),10.0,10.0,377.0845992,434.609461132
Y24H6240410P03T02,Y24H6240410,Y24H6240410P03,14,850,14,870,20,12.50989,Recreational,Weekday,Private,2.0,Banyule (C),10.0,10.0,377.0845992,434.609461132
Y24H6240410P03T03,Y24H6240410,Y24H6240410P03,18,1080,18,1095,15,2.40282,Recreational,Weekday,Private,2.0,Banyule (C),10.0,10.0,377.0845992,434.609461132
Y24H6240410P03T04,Y24H6240410,Y24H6240410P03,19,1145,19,1160,15,2.40282,Recreational,Weekday,Private,2.0,Banyule (C),10.0,10.0,377.0845992,434.609461132
Y24H6240410P04T01,Y24H6240410,Y24H6240410P04,10,630,10,650,20,12.50989,Recreational,Weekday,Private,2.0,Banyule (C),10.0,10.0,377.0845992,432.395231965
Y24H6240410P04T02,Y24H6240410,Y24H6240410P04,14,850,14,870,20,12.50989,Recreational,Weekday,Private,2.0,Banyule (C),10.0,10.0,377.0845992,432.395231965
Y24H6240410P04T03,Y24H6240410,Y24H6240410P04,18,1080,18,1095,15,2.40282,Recreational,Weekday,Private,2.0,Banyule (C),10.0,10.0,377.0845992,432.395231965
Y24H6240410P04T04,Y24H6240410,Y24H6240410P04,19,1145,19,1160,15,2.40282,Recreational,Weekday,Private,2.0,Banyule (C),10.0,10.0,377.0845992,432.395231965
Y24H6240413P01T01,Y24H6240413,Y24H6240413P01,12,750,12,760,10,1.82427,Recreational,Weekend,Private,2.0,Banyule (C),17.0,17.0,429.2690773,245.190473432
Y24H6240413P01T02,Y24H6240413,Y24H6240413P01,12,770,13,780,10,1.82427,Recreational,Weekend,Private,2.0,Banyule (C),17.0,17.0,429.2690773,245.190473432
Y24H6240413P01T03,Y24H6240413,Y24H6240413P01,23,1380,23,1410,30,31.39678,Recreational,Weekend,Private,2.0,Banyule (C),17.0,17.0,429.2690773,245.190473432
Y24H6240413P01T04,Y24H6240413,Y24H6240413P01,24,1450,24,1485,35,19.95712,Recreational,Weekend,Private,2.0,Banyule (C),17.0,17.0,429.2690773,245.190473432
Y24H6240413P01T05,Y24H6240413,Y24H6240413P01,24,1490,25,1510,20,14.07129,Recreational,Weekend,Private,2.0,Banyule (C),17.0,17.0,429.2690773,245.190473432
Y24H6240413P02T01,Y24H6240413,Y24H6240413P02,12,750,12,760,10,1.82427,Recreational,Weekend,Private,2.0,Banyule (C),17.0,17.0,429.2690773,255.394891313
Y24H6240413P02T02,Y24H6240413,Y24H6240413P02,12,770,13,780,10,1.82427,Recreational,Weekend,Private,2.0,Banyule (C),17.0,17.0,429.2690773,255.394891313
Y24H6240413P02T03,Y24H6240413,Y24H6240413P02,23,1380,23,1410,30,31.39685,Recreational,Weekend,Private,2.0,Banyule (C),17.0,17.0,429.2690773,255.394891313
Y24H6240413P02T04,Y24H6240413,Y24H6240413P02,24,1450,24,1485,35,19.95712,Recreational,Weekend,Private,2.0,Banyule (C),17.0,17.0,429.2690773,255.394891313
Y24H6240413P02T05,Y24H6240413,Y24H6240413P02,24,1490,25,1510,20,14.07129,Recreational,Weekend,Private,2.0,Banyule (C),17.0,17.0,429.2690773,255.394891313
Y24H6240414P02T01,Y24H6240414,Y24H6240414P02,15,900,15,915,15,7.31851,Recreational,Weekend,Private,1.0,Banyule (C),12.0,12.0,470.6978004,403.348422924
Y24H6240414P02T02,Y24H6240414,Y24H6240414P02,16,990,16,1010,20,18.98495,Recreational,Weekend,Private,1.0,Banyule (C),12.0,12.0,470.6978004,403.348422924
Y24H6240414P02T03,Y24H6240414,Y24H6240414P02,17,1035,17,1055,20,13.29341,Recreational,Weekend,Private,1.0,Banyule (C),12.0,12.0,470.6978004,403.348422924
Y24H6240414P02T04,Y24H6240414,Y24H6240414P02,18,1115,18,1122,7,2.92274,Recreational,Weekend,Private,1.0,Banyule (C),12.0,12.0,470.6978004,403.348422924
Y24H6240414P03T01,Y24H6240414,Y24H6240414P03,15,900,15,915,15,7.31851,Recreational,Weekend,Private,1.0,Banyule (C),12.0,12.0,470.6978004,535.504680319
Y24H6240414P03T02,Y24H6240414,Y24H6240414P03,16,990,16,1010,20,18.98495,Recreational,Weekend,Private,1.0,Banyule (C),12.0,12.0,470.6978004,535.504680319
Y24H6240414P03T03,Y24H6240414,Y24H6240414P03,17,1035,17,1055,20,13.29342,Recreational,Weekend,Private,1.0,Banyule (C),12.0,12.0,470.6978004,535.504680319
Y24H6240414P03T04,Y24H6240414,Y24H6240414P03,18,1115,18,1122,7,2.92274,Recreational,Weekend,Private,1.0,Banyule (C),12.0,12.0,470.6978004,535.504680319
Y24H6240415P01T01,Y24H6240415,Y24H6240415P01,9,540,10,640,100,117.07006,Work,Weekday,Private,3.0,Banyule (C),8.0,8.0,258.3948987,263.600500603
Y24H6240415P01T02,Y24H6240415,Y24H6240415P01,11,690,12,750,60,59.83096,Work,Weekday,Private,3.0,Banyule (C),8.0,8.0,258.3948987,263.600500603
Y24H6240415P01T03,Y24H6240415,Y24H6240415P01,14,870,15,910,40,20.36586,Work,Weekday,Private,3.0,Banyule (C),8.0,8.0,258.3948987,263.600500603
Y24H6240415P01T04,Y24H6240415,Y24H6240415P01,15,930,16,990,60,55.80979,Work,Weekday,Private,3.0,Banyule (C),8.0,8.0,258.3948987,263.600500603
Y24H6240415P01T05,Y24H6240415,Y24H6240415P01,17,1060,18,1110,50,40.5701,Work,Weekday,Private,3.0,Banyule (C),8.0,8.0,258.3948987,263.600500603
Y24H6240415P01T06,Y24H6240415,Y24H6240415P01,19,1180,20,1230,50,51.25809,Work,Weekday,Private,3.0,Banyule (C),8.0,8.0,258.3948987,263.600500603
Y24H6240415P01T07,Y24H6240415,Y24H6240415P01,21,1260,21,1300,40,29.81099,Work,Weekday,Private,3.0,Banyule (C),8.0,8.0,258.3948987,263.600500603
Y24H6240416P01T01,Y24H6240416,Y24H6240416P01,9,549,9,551,2,1.21599,Recreational,Weekday,Private,1.0,Banyule (C),18.0,18.0,329.9813185,245.500113822
Y24H6240416P01T02,Y24H6240416,Y24H6240416P01,9,561,9,564,3,1.21599,Recreational,Weekday,Private,1.0,Banyule (C),18.0,18.0,329.9813185,245.500113822
Y24H6240416P01T03,Y24H6240416,Y24H6240416P01,13,827,13,830,3,1.21599,Recreational,Weekday,Private,1.0,Banyule (C),18.0,18.0,329.9813185,245.500113822
Y24H6240416P01T04,Y24H6240416,Y24H6240416P01,14,852,14,856,4,1.21599,Recreational,Weekday,Private,1.0,Banyule (C),18.0,18.0,329.9813185,245.500113822
Y24H6240416P01T05,Y24H6240416,Y24H6240416P01,18,1090,18,1108,18,17.00825,Recreational,Weekday,Private,1.0,Banyule (C),18.0,18.0,329.9813185,245.500113822
