tripid,hhid,persid,starthour,startime,arrhour,arrtime,triptime,cumdist,trippurp,dayType,mainmode,totalvehs,homelga,weekly_hhinc_group,annual_hhinc_group,hhpoststratweight,trippoststratweight
Y24H5740309P01T03,Y24H5740309,Y24H5740309P01,14,881,14,888,7,0.53744,Recreational,Weekday,Active,1.0,Stonnington (C),18.0,18.0,919.2661975,650.229827515
Y24H5740309P01T04,Y24H5740309,Y24H5740309P01,18,1121,19,1140,19,9.21579,Recreational,Weekday,Private,1.0,Stonnington (C),18.0,18.0,919.2661975,650.229827515
Y24H5740309P01T05,Y24H5740309,Y24H5740309P01,23,1425,24,1443,18,9.21579,Recreational,Weekday,Private,1.0,Stonnington (C),18.0,18.0,919.2661975,650.229827515
Y24H5740309P02T01,Y24H5740309,Y24H5740309P02,9,557,9,562,5,1.70869,Work,Weekday,Private,1.0,Stonnington (C),18.0,18.0,919.2661975,1182.710360267
Y24H5740309P02T02,Y24H5740309,Y24H5740309P02,10,632,10,638,6,1.27292,Recreational,Weekday,Private,1.0,Stonnington (C),18.0,18.0,919.2661975,1182.710360267
Y24H5740309P02T03,Y24H5740309,Y24H5740309P02,10,658,11,660,2,0.55332,Recreational,Weekday,Private,1.0,Stonnington (C),18.0,18.0,919.2661975,1182.710360267
Y24H5740309P02T04,Y24H5740309,Y24H5740309P02,13,819,13,828,9,0.61828,Recreational,Weekday,Active,1.0,Stonnington (C),18.0,18.0,919.2661975,1182.710360267
Y24H5740309P02T05,Y24H5740309,Y24H5740309P02,14,840,14,842,2,0.09113,Recreational,Weekday,Active,1.0,Stonnington (C),18.0,18.0,919.2661975,1182.710360267
Y24H5740309P02T06,Y24H5740309,Y24H5740309P02,14,881,14,888,7,0.53707,Recreational,Weekday,Active,1.0,Stonnington (C),18.0,18.0,919.2661975,1182.710360267
Y24H5740309P02T07,Y24H5740309,Y24H5740309P02,18,1121,19,1140,19,9.21579,Recreational,Weekday,Private,1.0,Stonnington (C),18.0,18.0,919.2661975,1182.710360267
Y24H5740309P02T08,Y24H5740309,Y24H5740309P02,23,1425,24,1443,18,9.21579,Recreational,Weekday,Private,1.0,Stonnington (C),18.0,18.0,919.2661975,1182.710360267
Y24H5740317P01T01,Y24H5740317,Y24H5740317P01,11,705,11,717,12,4.4744,Recreational,Weekday,Private,2.0,Stonnington (C),14.0,14.0,1361.976409,628.018063666
Y24H5740317P01T02,Y24H5740317,Y24H5740317P01,12,735,12,736,1,0.05627,Recreational,Weekday,Active,2.0,Stonnington (C),14.0,14.0,1361.976409,628.018063666
Y24H5740317P01T03,Y24H5740317,Y24H5740317P01,13,795,13,807,12,4.43276,Recreational,Weekday,Private,2.0,Stonnington (C),14.0,14.0,1361.976409,628.018063666
Y24H5740317P01T04,Y24H5740317,Y24H5740317P01,17,1075,17,1077,2,0.72871,Recreational,Weekday,Private,2.0,Stonnington (C),14.0,14.0,1361.976409,628.018063666
Y24H5740317P01T05,Y24H5740317,Y24H5740317P01,19,1185,19,1187,2,0.72871,Recreational,Weekday,Private,2.0,Stonnington (C),14.0,14.0,1361.976409,628.018063666
Y24H5740317P02T01,Y24H5740317,Y24H5740317P02,11,705,11,717,12,4.4744,Recreational,Weekday,Private,2.0,Stonnington (C),14.0,14.0,1361.976409,692.633313734
Y24H5740317P02T02,Y24H5740317,Y24H5740317P02,12,725,12,727,2,0.16083,Work,Weekday,Active,2.0,Stonnington (C),14.0,14.0,1361.976409,692.633313734
Y24H5740317P02T03,Y24H5740317,Y24H5740317P02,12,745,12,747,2,0.1046,Recreational,Weekday,Active,2.0,Stonnington (C),14.0,14.0,1361.976409,692.633313734
Y24H5740317P02T04,Y24H5740317,Y24H5740317P02,13,795,13,807,12,4.43276,Recreational,Weekday,Private,2.0,Stonnington (C),14.0,14.0,1361.976409,692.633313734
Y24H5740317P02T05,Y24H5740317,Y24H5740317P02,17,1075,17,1077,2,0.72871,Recreational,Weekday,Private,2.0,Stonnington (C),14.0,14.0,1361.976409,692.633313734
Y24H5740317P02T06,Y24H5740317,Y24H5740317P02,19,1185,19,1187,2,0.72871,Recreational,Weekday,Private,2.0,Stonnington (C),14.0,14.0,1361.976409,692.633313734
Y24H5740318P01T01,Y24H5740318,Y24H5740318P01,10,642,10,657,15,0.88951,Work,Weekday,Active,0.0,Stonnington (C),2.0,2.0,1065.345241,831.088375256
Y24H5740318P01T02,Y24H5740318,Y24H5740318P01,12,732,12,748,16,1.22592,Work,Weekday,Public,0.0,Stonnington (C),2.0,2.0,1065.345241,831.088375256
Y24H5740326P01T01,Y24H5740326,Y24H5740326P01,12,728,12,740,12,0.67256,Recreational,Weekday,Private,1.0,Stonnington (C),8.0,8.0,928.236999,1187.192547517
Y24H5740326P01T02,Y24H5740326,Y24H5740326P01,12,770,13,782,12,0.67265,Recreational,Weekday,Active,1.0,Stonnington (C),8.0,8.0,928.236999,1187.192547517
Y24H5740326P01T03,Y24H5740326,Y24H5740326P01,14,876,15,900,24,19.25591,Recreational,Weekday,Private,1.0,Stonnington (C),8.0,8.0,928.236999,1187.192547517
Y24H5740326P01T04,Y24H5740326,Y24H5740326P01,18,1130,19,1158,28,19.25591,Recreational,Weekday,Private,1.0,Stonnington (C),8.0,8.0,928.236999,1187.192547517
Y24H5740328P01T01,Y24H5740328,Y24H5740328P01,11,687,11,690,3,0.81019,Recreational,Weekend,Private,1.0,Stonnington (C),8.0,8.0,993.1770793,1582.182765534
Y24H5740328P01T02,Y24H5740328,Y24H5740328P01,11,705,11,708,3,0.81019,Recreational,Weekend,Private,1.0,Stonnington (C),8.0,8.0,993.1770793,1582.182765534
Y24H5740331P01T01,Y24H5740331,Y24H5740331P01,8,525,8,535,10,1.03956,Work,Weekday,Private,2.0,Stonnington (C),12.0,12.0,1089.581127,804.67558497
Y24H5740331P01T02,Y24H5740331,Y24H5740331P01,19,1140,19,1150,10,1.03956,Work,Weekday,Private,2.0,Stonnington (C),12.0,12.0,1089.581127,804.67558497
Y24H5740331P02T01,Y24H5740331,Y24H5740331P02,9,586,10,640,54,3.16902,Recreational,Weekday,Private,2.0,Stonnington (C),12.0,12.0,1089.581127,1117.181783646
Y24H5740331P02T02,Y24H5740331,Y24H5740331P02,11,677,11,705,28,4.07598,Recreational,Weekday,Private,2.0,Stonnington (C),12.0,12.0,1089.581127,1117.181783646
Y24H5740331P02T03,Y24H5740331,Y24H5740331P02,11,717,12,723,6,1.47606,Recreational,Weekday,Private,2.0,Stonnington (C),12.0,12.0,1089.581127,1117.181783646
Y24H5740331P02T04,Y24H5740331,Y24H5740331P02,14,857,14,862,5,2.03111,Work,Weekday,Private,2.0,Stonnington (C),12.0,12.0,1089.581127,1117.181783646
Y24H5740331P02T05,Y24H5740331,Y24H5740331P02,16,989,16,993,4,2.03111,Work,Weekday,Private,2.0,Stonnington (C),12.0,12.0,1089.581127,1117.181783646
Y24H5740337P01T01,Y24H5740337,Y24H5740337P01,9,540,9,570,30,13.90308,Education,Weekday,Private,1.0,Stonnington (C),5.0,5.0,735.412958,1251.425191934
Y24H5740337P01T02,Y24H5740337,Y24H5740337P01,13,780,13,810,30,13.90308,Education,Weekday,Private,1.0,Stonnington (C),5.0,5.0,735.412958,1251.425191934
Y24H5740337P02T01,Y24H5740337,Y24H5740337P02,8,480,8,530,50,13.62768,Education,Weekday,Public,1.0,Stonnington (C),5.0,5.0,735.412958,646.550865959
Y24H5740337P02T02,Y24H5740337,Y24H5740337P02,15,915,16,965,50,13.59164,Education,Weekday,Public,1.0,Stonnington (C),5.0,5.0,735.412958,646.550865959
Y24H5740340P01T01,Y24H5740340,Y24H5740340P01,9,570,10,605,35,11.99826,Work,Weekday,Private,1.0,Stonnington (C),6.0,6.0,753.3650805,641.679404901
Y24H5740340P01T02,Y24H5740340,Y24H5740340P01,14,870,15,900,30,12.09246,Recreational,Weekday,Private,1.0,Stonnington (C),6.0,6.0,753.3650805,641.679404901
Y24H5740340P01T03,Y24H5740340,Y24H5740340P01,15,915,15,922,7,1.53752,Recreational,Weekday,Private,1.0,Stonnington (C),6.0,6.0,753.3650805,641.679404901
Y24H5740340P01T04,Y24H5740340,Y24H5740340P01,15,930,15,945,15,1.7794,Recreational,Weekday,Private,1.0,Stonnington (C),6.0,6.0,753.3650805,641.679404901
Y24H5740340P01T05,Y24H5740340,Y24H5740340P01,15,950,16,965,15,1.58871,Recreational,Weekday,Active,1.0,Stonnington (C),6.0,6.0,753.3650805,641.679404901
Y24H5740340P01T06,Y24H5740340,Y24H5740340P01,16,980,16,995,15,1.58859,Recreational,Weekday,Active,1.0,Stonnington (C),6.0,6.0,753.3650805,641.679404901
Y24H5740340P01T07,Y24H5740340,Y24H5740340P01,16,1005,17,1020,15,3.17895,Recreational,Weekday,Private,1.0,Stonnington (C),6.0,6.0,753.3650805,641.679404901
Y24H5740340P01T08,Y24H5740340,Y24H5740340P01,17,1022,17,1037,15,3.17895,Recreational,Weekday,Private,1.0,Stonnington (C),6.0,6.0,753.3650805,641.679404901
Y24H5740340P01T09,Y24H5740340,Y24H5740340P01,18,1085,18,1100,15,3.17895,Recreational,Weekday,Private,1.0,Stonnington (C),6.0,6.0,753.3650805,641.679404901
Y24H5740340P01T10,Y24H5740340,Y24H5740340P01,18,1110,18,1125,15,3.17895,Recreational,Weekday,Private,1.0,Stonnington (C),6.0,6.0,753.3650805,641.679404901
Y24H5740340P02T01,Y24H5740340,Y24H5740340P02,8,495,8,520,25,2.45053,Education,Weekday,Active,1.0,Stonnington (C),6.0,6.0,753.3650805,678.48551527
Y24H5740340P02T02,Y24H5740340,Y24H5740340P02,15,905,15,925,20,2.45053,Education,Weekday,Active,1.0,Stonnington (C),6.0,6.0,753.3650805,678.48551527
Y24H5740340P02T03,Y24H5740340,Y24H5740340P02,16,1005,17,1020,15,3.17895,Recreational,Weekday,Private,1.0,Stonnington (C),6.0,6.0,753.3650805,678.48551527
Y24H5740340P02T04,Y24H5740340,Y24H5740340P02,18,1110,18,1125,15,3.17895,Recreational,Weekday,Private,1.0,Stonnington (C),6.0,6.0,753.3650805,678.48551527
Y24H5740501P02T01,Y24H5740501,Y24H5740501P02,8,505,8,510,5,0.38306,Recreational,Weekday,Active,1.0,Wyndham (C),11.0,11.0,357.1606022,464.258985493
Y24H5740501P02T02,Y24H5740501,Y24H5740501P02,8,520,8,525,5,0.38306,Recreational,Weekday,Active,1.0,Wyndham (C),11.0,11.0,357.1606022,464.258985493
Y24H5740501P02T03,Y24H5740501,Y24H5740501P02,15,915,15,925,10,0.38306,Recreational,Weekday,Active,1.0,Wyndham (C),11.0,11.0,357.1606022,464.258985493
Y24H5740501P02T04,Y24H5740501,Y24H5740501P02,15,930,15,940,10,0.38306,Recreational,Weekday,Active,1.0,Wyndham (C),11.0,11.0,357.1606022,464.258985493
Y24H5740501P03T01,Y24H5740501,Y24H5740501P03,8,505,8,510,5,0.38306,Education,Weekday,Active,1.0,Wyndham (C),11.0,11.0,357.1606022,358.71152487
Y24H5740501P03T02,Y24H5740501,Y24H5740501P03,15,930,15,940,10,0.38306,Education,Weekday,Active,1.0,Wyndham (C),11.0,11.0,357.1606022,358.71152487
Y24H5740501P04T01,Y24H5740501,Y24H5740501P04,8,505,8,510,5,0.38306,Education,Weekday,Active,1.0,Wyndham (C),11.0,11.0,357.1606022,356.730442367
Y24H5740501P04T02,Y24H5740501,Y24H5740501P04,15,930,15,940,10,0.38306,Education,Weekday,Active,1.0,Wyndham (C),11.0,11.0,357.1606022,356.730442367
Y24H5740504P01T01,Y24H5740504,Y24H5740504P01,8,480,8,500,20,4.64778,Recreational,Weekday,Private,,,,,1.0,382.958469329
Y24H5740504P01T02,Y24H5740504,Y24H5740504P01,8,505,8,515,10,4.64778,Recreational,Weekday,Private,,,,,1.0,382.958469329
Y24H5740504P01T03,Y24H5740504,Y24H5740504P01,8,528,9,540,12,5.27137,Recreational,Weekday,Private,,,,,1.0,382.958469329
Y24H5740504P01T04,Y24H5740504,Y24H5740504P01,9,570,9,582,12,5.27137,Recreational,Weekday,Private,,,,,1.0,382.958469329
Y24H5740504P01T05,Y24H5740504,Y24H5740504P01,9,595,10,600,5,2.56242,Recreational,Weekday,Private,,,,,1.0,382.958469329
Y24H5740504P01T06,Y24H5740504,Y24H5740504P01,12,720,12,725,5,2.56242,Recreational,Weekday,Private,,,,,1.0,382.958469329
Y24H5740504P01T07,Y24H5740504,Y24H5740504P01,14,890,15,900,10,4.64778,Recreational,Weekday,Private,,,,,1.0,382.958469329
Y24H5740504P01T08,Y24H5740504,Y24H5740504P01,15,925,15,935,10,4.64778,Recreational,Weekday,Private,,,,,1.0,382.958469329
Y24H5740505P01T01,Y24H5740505,Y24H5740505P01,6,396,7,425,29,17.22882,Work,Weekday,Private,1.0,Wyndham (C),0.0,0.0,423.2629917,445.074066775
Y24H5740505P01T02,Y24H5740505,Y24H5740505P01,13,805,13,832,27,17.22882,Work,Weekday,Private,1.0,Wyndham (C),0.0,0.0,423.2629917,445.074066775
Y24H5740505P01T03,Y24H5740505,Y24H5740505P01,17,1040,17,1077,37,28.58858,Work,Weekday,Private,1.0,Wyndham (C),0.0,0.0,423.2629917,445.074066775
Y24H5740505P01T04,Y24H5740505,Y24H5740505P01,18,1084,20,1220,136,0.44328,Work,Weekday,Private,1.0,Wyndham (C),0.0,0.0,423.2629917,445.074066775
Y24H5740505P01T05,Y24H5740505,Y24H5740505P01,20,1222,21,1267,45,28.58111,Work,Weekday,Private,1.0,Wyndham (C),0.0,0.0,423.2629917,445.074066775
Y24H5740505P02T01,Y24H5740505,Y24H5740505P02,7,470,8,490,20,3.21214,Recreational,Weekday,Public,1.0,Wyndham (C),0.0,0.0,423.2629917,876.122779431
Y24H5740505P02T02,Y24H5740505,Y24H5740505P02,13,780,13,800,20,0.91672,Recreational,Weekday,Public,1.0,Wyndham (C),0.0,0.0,423.2629917,876.122779431
Y24H5740505P03T01,Y24H5740505,Y24H5740505P03,7,470,8,490,20,3.20171,Education,Weekday,Public,1.0,Wyndham (C),0.0,0.0,423.2629917,1104.956604473
Y24H5740505P03T02,Y24H5740505,Y24H5740505P03,13,780,13,800,20,0.92139,Education,Weekday,Public,1.0,Wyndham (C),0.0,0.0,423.2629917,1104.956604473
Y24H5740510P01T01,Y24H5740510,Y24H5740510P01,6,412,7,425,13,6.62418,Recreational,Weekday,Private,1.0,Wyndham (C),16.0,16.0,415.3579231,293.224358359
Y24H5740510P01T02,Y24H5740510,Y24H5740510P01,7,425,7,438,13,6.62414,Recreational,Weekday,Private,1.0,Wyndham (C),16.0,16.0,415.3579231,293.224358359
Y24H5740510P01T03,Y24H5740510,Y24H5740510P01,17,1039,17,1059,20,6.62414,Recreational,Weekday,Private,1.0,Wyndham (C),16.0,16.0,415.3579231,293.224358359
Y24H5740510P01T04,Y24H5740510,Y24H5740510P01,17,1069,18,1089,20,6.62414,Recreational,Weekday,Private,1.0,Wyndham (C),16.0,16.0,415.3579231,293.224358359
Y24H5740510P02T01,Y24H5740510,Y24H5740510P02,6,412,8,487,75,44.30265,Work,Weekday,Public,1.0,Wyndham (C),16.0,16.0,415.3579231,306.537486477
Y24H5740510P02T02,Y24H5740510,Y24H5740510P02,16,996,18,1089,93,44.29831,Work,Weekday,Public,1.0,Wyndham (C),16.0,16.0,415.3579231,306.537486477
Y24H5740514P01T01,Y24H5740514,Y24H5740514P01,13,815,13,825,10,3.00635,Recreational,Weekend,Private,1.0,Wyndham (C),12.0,12.0,452.8747533,304.04897091
Y24H5740514P01T02,Y24H5740514,Y24H5740514P01,15,930,15,936,6,3.00635,Recreational,Weekend,Private,1.0,Wyndham (C),12.0,12.0,452.8747533,304.04897091
Y24H5740514P01T03,Y24H5740514,Y24H5740514P01,20,1213,20,1224,11,4.02772,Recreational,Weekend,Private,1.0,Wyndham (C),12.0,12.0,452.8747533,304.04897091
Y24H5740514P01T04,Y24H5740514,Y24H5740514P01,24,1455,24,1464,9,4.02772,Recreational,Weekend,Private,1.0,Wyndham (C),12.0,12.0,452.8747533,304.04897091
Y24H5740517P01T01,Y24H5740517,Y24H5740517P01,7,447,7,459,12,7.01617,Recreational,Weekday,Private,3.0,Wyndham (C),11.0,11.0,879.542139,926.162994443
Y24H5740517P01T02,Y24H5740517,Y24H5740517P01,7,459,7,476,17,11.97325,Work,Weekday,Private,3.0,Wyndham (C),11.0,11.0,879.542139,926.162994443
Y24H5740517P01T03,Y24H5740517,Y24H5740517P01,12,747,12,750,3,1.42837,Other,Weekday,Private,3.0,Wyndham (C),11.0,11.0,879.542139,926.162994443
Y24H5740517P01T04,Y24H5740517,Y24H5740517P01,12,769,12,773,4,1.42837,Work,Weekday,Private,3.0,Wyndham (C),11.0,11.0,879.542139,926.162994443
Y24H5740517P01T05,Y24H5740517,Y24H5740517P01,16,1004,16,1019,15,11.97325,Recreational,Weekday,Private,3.0,Wyndham (C),11.0,11.0,879.542139,926.162994443
Y24H5740517P01T06,Y24H5740517,Y24H5740517P01,17,1033,17,1054,21,6.81333,Recreational,Weekday,Private,3.0,Wyndham (C),11.0,11.0,879.542139,926.162994443
Y24H5740517P01T07,Y24H5740517,Y24H5740517P01,17,1063,17,1071,8,4.34475,Recreational,Weekday,Private,3.0,Wyndham (C),11.0,11.0,879.542139,926.162994443
Y24H5740517P02T01,Y24H5740517,Y24H5740517P02,7,447,7,459,12,7.01617,Work,Weekday,Private,3.0,Wyndham (C),11.0,11.0,879.542139,649.109169529
Y24H5740517P02T02,Y24H5740517,Y24H5740517P02,17,1033,17,1054,21,6.81333,Recreational,Weekday,Private,3.0,Wyndham (C),11.0,11.0,879.542139,649.109169529
Y24H5740517P02T03,Y24H5740517,Y24H5740517P02,17,1063,17,1071,8,4.34475,Recreational,Weekday,Private,3.0,Wyndham (C),11.0,11.0,879.542139,649.109169529
Y24H5740519P01T01,Y24H5740519,Y24H5740519P01,11,667,11,708,41,27.49228,Recreational,Weekday,Private,3.0,Wyndham (C),5.0,5.0,739.6802725,1050.57732897
Y24H5740519P01T02,Y24H5740519,Y24H5740519P01,12,721,12,751,30,23.5181,Recreational,Weekday,Private,3.0,Wyndham (C),5.0,5.0,739.6802725,1050.57732897
Y24H5740519P01T03,Y24H5740519,Y24H5740519P01,12,768,12,779,11,5.09818,Recreational,Weekday,Private,3.0,Wyndham (C),5.0,5.0,739.6802725,1050.57732897
Y24H5740519P02T01,Y24H5740519,Y24H5740519P02,11,667,11,708,41,27.49228,Recreational,Weekday,Private,3.0,Wyndham (C),5.0,5.0,739.6802725,961.482883753
Y24H5740519P02T02,Y24H5740519,Y24H5740519P02,12,721,12,751,30,23.5181,Recreational,Weekday,Private,3.0,Wyndham (C),5.0,5.0,739.6802725,961.482883753
Y24H5740519P02T03,Y24H5740519,Y24H5740519P02,12,768,12,779,11,5.09818,Recreational,Weekday,Private,3.0,Wyndham (C),5.0,5.0,739.6802725,961.482883753
Y24H5740519P03T01,Y24H5740519,Y24H5740519P03,8,500,8,510,10,0.7363,Education,Weekday,Active,3.0,Wyndham (C),5.0,5.0,739.6802725,861.04444954
Y24H5740519P03T02,Y24H5740519,Y24H5740519P03,15,915,15,930,15,0.7363,Education,Weekday,Active,3.0,Wyndham (C),5.0,5.0,739.6802725,861.04444954
Y24H5740520P01T01,Y24H5740520,Y24H5740520P01,8,510,8,538,28,28.54042,Work,Weekend,Private,2.0,Wyndham (C),6.0,6.0,633.557479,884.696531684
Y24H5740520P01T02,Y24H5740520,Y24H5740520P01,11,690,12,725,35,28.54042,Work,Weekend,Private,2.0,Wyndham (C),6.0,6.0,633.557479,884.696531684
Y24H5740520P02T01,Y24H5740520,Y24H5740520P02,10,600,10,609,9,3.95795,Recreational,Weekend,Private,2.0,Wyndham (C),6.0,6.0,633.557479,966.675678695
Y24H5740520P02T02,Y24H5740520,Y24H5740520P02,12,745,12,755,10,3.95795,Recreational,Weekend,Private,2.0,Wyndham (C),6.0,6.0,633.557479,966.675678695
Y24H5740522P02T01,Y24H5740522,Y24H5740522P02,8,480,8,494,14,8.78115,Recreational,Weekday,Private,1.0,Wyndham (C),15.0,15.0,285.7284818,219.588985053
Y24H5740522P02T02,Y24H5740522,Y24H5740522P02,8,510,8,525,15,8.78115,Recreational,Weekday,Private,1.0,Wyndham (C),15.0,15.0,285.7284818,219.588985053
Y24H5740522P03T01,Y24H5740522,Y24H5740522P03,8,480,8,494,14,8.78115,Education,Weekday,Private,1.0,Wyndham (C),15.0,15.0,285.7284818,649.896885287
Y24H5740522P03T02,Y24H5740522,Y24H5740522P03,15,900,15,942,42,9.03027,Education,Weekday,Public,1.0,Wyndham (C),15.0,15.0,285.7284818,649.896885287
Y24H5740525P01T01,Y24H5740525,Y24H5740525P01,9,567,9,574,7,2.74054,Recreational,Weekday,Private,2.0,Wyndham (C),7.0,7.0,537.1880644,529.234697935
Y24H5740525P01T02,Y24H5740525,Y24H5740525P01,10,632,10,637,5,2.74054,Recreational,Weekday,Private,2.0,Wyndham (C),7.0,7.0,537.1880644,529.234697935
Y24H5740525P01T03,Y24H5740525,Y24H5740525P01,12,723,12,729,6,3.55057,Work,Weekday,Private,2.0,Wyndham (C),7.0,7.0,537.1880644,529.234697935
Y24H5740525P01T04,Y24H5740525,Y24H5740525P01,12,740,12,752,12,7.83304,Work,Weekday,Private,2.0,Wyndham (C),7.0,7.0,537.1880644,529.234697935
Y24H5740525P01T05,Y24H5740525,Y24H5740525P01,12,763,13,780,17,9.7252,Recreational,Weekday,Private,2.0,Wyndham (C),7.0,7.0,537.1880644,529.234697935
Y24H5740525P01T06,Y24H5740525,Y24H5740525P01,13,825,14,841,16,11.37777,Recreational,Weekday,Private,2.0,Wyndham (C),7.0,7.0,537.1880644,529.234697935
Y24H5740525P03T01,Y24H5740525,Y24H5740525P03,8,510,8,515,5,0.14027,Education,Weekday,Active,2.0,Wyndham (C),7.0,7.0,537.1880644,539.52073249
Y24H5740525P03T02,Y24H5740525,Y24H5740525P03,14,890,14,895,5,0.14027,Education,Weekday,Active,2.0,Wyndham (C),7.0,7.0,537.1880644,539.52073249
Y24H5740525P04T01,Y24H5740525,Y24H5740525P04,8,510,8,515,5,0.14027,Education,Weekday,Active,2.0,Wyndham (C),7.0,7.0,537.1880644,539.52073249
Y24H5740525P04T02,Y24H5740525,Y24H5740525P04,14,890,14,895,5,0.14027,Education,Weekday,Active,2.0,Wyndham (C),7.0,7.0,537.1880644,539.52073249
Y24H5740529P01T01,Y24H5740529,Y24H5740529P01,7,420,7,425,5,2.34624,Recreational,Weekday,Private,1.0,Wyndham (C),12.0,12.0,285.7284818,255.77476689
Y24H5740529P01T02,Y24H5740529,Y24H5740529P01,7,450,7,455,5,2.34624,Recreational,Weekday,Private,1.0,Wyndham (C),12.0,12.0,285.7284818,255.77476689
Y24H5740529P01T03,Y24H5740529,Y24H5740529P01,8,510,8,515,5,0.53081,Recreational,Weekday,Private,1.0,Wyndham (C),12.0,12.0,285.7284818,255.77476689
Y24H5740529P01T04,Y24H5740529,Y24H5740529P01,8,520,8,525,5,0.53081,Recreational,Weekday,Private,1.0,Wyndham (C),12.0,12.0,285.7284818,255.77476689
Y24H5740529P01T05,Y24H5740529,Y24H5740529P01,16,1005,17,1020,15,5.54632,Recreational,Weekday,Private,1.0,Wyndham (C),12.0,12.0,285.7284818,255.77476689
Y24H5740529P01T06,Y24H5740529,Y24H5740529P01,19,1140,19,1155,15,5.54632,Recreational,Weekday,Private,1.0,Wyndham (C),12.0,12.0,285.7284818,255.77476689
Y24H5740529P02T01,Y24H5740529,Y24H5740529P02,8,510,8,515,5,0.53081,Recreational,Weekday,Private,1.0,Wyndham (C),12.0,12.0,285.7284818,788.582154961
Y24H5740529P02T02,Y24H5740529,Y24H5740529P02,8,520,8,525,5,0.53081,Recreational,Weekday,Private,1.0,Wyndham (C),12.0,12.0,285.7284818,788.582154961
Y24H5740529P02T03,Y24H5740529,Y24H5740529P02,8,535,9,540,5,0.50713,Recreational,Weekday,Active,1.0,Wyndham (C),12.0,12.0,285.7284818,788.582154961
Y24H5740529P02T04,Y24H5740529,Y24H5740529P02,9,545,9,550,5,0.50713,Recreational,Weekday,Active,1.0,Wyndham (C),12.0,12.0,285.7284818,788.582154961
Y24H5740529P02T05,Y24H5740529,Y24H5740529P02,12,775,13,780,5,0.53086,Recreational,Weekday,Active,1.0,Wyndham (C),12.0,12.0,285.7284818,788.582154961
Y24H5740529P02T06,Y24H5740529,Y24H5740529P02,13,790,13,795,5,0.53081,Recreational,Weekday,Active,1.0,Wyndham (C),12.0,12.0,285.7284818,788.582154961
Y24H5740529P02T07,Y24H5740529,Y24H5740529P02,14,895,15,900,5,0.50713,Recreational,Weekday,Active,1.0,Wyndham (C),12.0,12.0,285.7284818,788.582154961
Y24H5740529P02T08,Y24H5740529,Y24H5740529P02,15,905,15,910,5,0.50713,Recreational,Weekday,Active,1.0,Wyndham (C),12.0,12.0,285.7284818,788.582154961
Y24H5740529P02T09,Y24H5740529,Y24H5740529P02,16,1005,17,1020,15,5.54632,Recreational,Weekday,Private,1.0,Wyndham (C),12.0,12.0,285.7284818,788.582154961
Y24H5740529P02T10,Y24H5740529,Y24H5740529P02,19,1140,19,1155,15,5.54632,Recreational,Weekday,Private,1.0,Wyndham (C),12.0,12.0,285.7284818,788.582154961
Y24H5740529P03T01,Y24H5740529,Y24H5740529P03,8,510,8,515,5,0.53081,Education,Weekday,Private,1.0,Wyndham (C),12.0,12.0,285.7284818,381.575096959
Y24H5740529P03T02,Y24H5740529,Y24H5740529P03,13,790,13,795,5,0.53081,Education,Weekday,Active,1.0,Wyndham (C),12.0,12.0,285.7284818,381.575096959
Y24H5740529P03T03,Y24H5740529,Y24H5740529P03,16,1005,17,1020,15,5.54632,Recreational,Weekday,Private,1.0,Wyndham (C),12.0,12.0,285.7284818,381.575096959
Y24H5740529P03T04,Y24H5740529,Y24H5740529P03,19,1140,19,1155,15,5.54632,Recreational,Weekday,Private,1.0,Wyndham (C),12.0,12.0,285.7284818,381.575096959
Y24H5740530P02T01,Y24H5740530,Y24H5740530P02,6,375,6,404,29,16.82733,Work,Weekday,Private,1.0,Wyndham (C),17.0,17.0,330.5415627,457.084119783
Y24H5740530P02T02,Y24H5740530,Y24H5740530P02,15,928,16,976,48,14.26485,Recreational,Weekday,Private,1.0,Wyndham (C),17.0,17.0,330.5415627,457.084119783
Y24H5740530P02T03,Y24H5740530,Y24H5740530P02,16,978,16,984,6,2.88441,Recreational,Weekday,Private,1.0,Wyndham (C),17.0,17.0,330.5415627,457.084119783
Y24H5740530P02T04,Y24H5740530,Y24H5740530P02,16,986,16,992,6,2.69976,Recreational,Weekday,Private,1.0,Wyndham (C),17.0,17.0,330.5415627,457.084119783
Y24H5740530P02T05,Y24H5740530,Y24H5740530P02,16,1002,16,1008,6,2.69976,Recreational,Weekday,Private,1.0,Wyndham (C),17.0,17.0,330.5415627,457.084119783
Y24H5740530P03T01,Y24H5740530,Y24H5740530P03,8,510,8,520,10,5.90582,Education,Weekday,Private,1.0,Wyndham (C),17.0,17.0,330.5415627,253.160823667
Y24H5740530P03T02,Y24H5740530,Y24H5740530P03,15,915,15,925,10,5.34242,Work,Weekday,Private,1.0,Wyndham (C),17.0,17.0,330.5415627,253.160823667
Y24H5740530P03T03,Y24H5740530,Y24H5740530P03,16,978,16,984,6,2.88441,Work,Weekday,Private,1.0,Wyndham (C),17.0,17.0,330.5415627,253.160823667
Y24H5740532P01T01,Y24H5740532,Y24H5740532P01,11,660,11,700,40,18.38438,Work,Weekday,Private,1.0,Wyndham (C),9.0,9.0,384.0427368,273.349896972
Y24H5740532P01T02,Y24H5740532,Y24H5740532P01,12,720,12,740,20,14.48403,Recreational,Weekday,Private,1.0,Wyndham (C),9.0,9.0,384.0427368,273.349896972
