tripid,trippoststratweight,trippoststratweight_GROUP_1,trippoststratweight_GROUP_2,trippoststratweight_GROUP_3,trippoststratweight_GROUP_4,trippoststratweight_GROUP_5,trippoststratweight_GROUP_6,trippoststratweight_GROUP_7,trippoststratweight_GROUP_8,trippoststratweight_GROUP_9,trippoststratweight_GROUP_10
Y24H5740128P01T02,981.925016667,952.208372714,1167.820130661,1314.410494228,797.127053574,1345.029317838,1013.774596717,966.329437219,1053.723383547,1033.949921534,0.0
Y24H5740128P01T03,981.925016667,952.208372714,1167.820130661,1314.410494228,797.127053574,1345.029317838,1013.774596717,966.329437219,1053.723383547,1033.949921534,0.0
Y24H5740128P01T04,981.925016667,952.208372714,1167.820130661,1314.410494228,797.127053574,1345.029317838,1013.774596717,966.329437219,1053.723383547,1033.949921534,0.0
Y24H5740128P01T05,981.925016667,952.208372714,1167.820130661,1314.410494228,797.127053574,1345.029317838,1013.774596717,966.329437219,1053.723383547,1033.949921534,0.0
Y24H5740128P02T01,1153.554573946,1134.687343539,1480.897216832,1554.351205462,965.821347876,1521.041056119,1195.379305126,1149.408623019,1189.741157219,1262.379306461,0.0
Y24H5740128P02T02,1153.554573946,1134.687343539,1480.897216832,1554.351205462,965.821347876,1521.041056119,1195.379305126,1149.408623019,1189.741157219,1262.379306461,0.0
Y24H5740128P02T03,1153.554573946,1134.687343539,1480.897216832,1554.351205462,965.821347876,1521.041056119,1195.379305126,1149.408623019,1189.741157219,1262.379306461,0.0
Y24H5740128P02T04,1153.554573946,1134.687343539,1480.897216832,1554.351205462,965.821347876,1521.041056119,1195.379305126,1149.408623019,1189.741157219,1262.379306461,0.0
Y24H5740128P02T05,1153.554573946,1134.687343539,1480.897216832,1554.351205462,965.821347876,1521.041056119,1195.379305126,1149.408623019,1189.741157219,1262.379306461,0.0
Y24H5740128P03T01,1890.307193572,2178.559954921,2305.442724808,2090.256708454,1743.623111114,2706.157745169,1634.068348432,1894.651671193,2182.478768965,2190.712497899,0.0
Y24H5740128P03T02,1890.307193572,2178.559954921,2305.442724808,2090.256708454,1743.623111114,2706.157745169,1634.068348432,1894.651671193,2182.478768965,2190.712497899,0.0
Y24H5740128P03T03,1890.307193572,2178.559954921,2305.442724808,2090.256708454,1743.623111114,2706.157745169,1634.068348432,1894.651671193,2182.478768965,2190.712497899,0.0
Y24H5740128P03T04,1890.307193572,2178.559954921,2305.442724808,2090.256708454,1743.623111114,2706.157745169,1634.068348432,1894.651671193,2182.478768965,2190.712497899,0.0
Y24H5740128P03T05,1890.307193572,2178.559954921,2305.442724808,2090.256708454,1743.623111114,2706.157745169,1634.068348432,1894.651671193,2182.478768965,2190.712497899,0.0
Y24H5740128P04T01,2548.210768308,2762.398743658,2703.207237545,3317.876417862,2686.558078296,3667.56727385,2411.287818768,2492.34716756,2958.646623972,2568.700540701,0.0
Y24H5740128P04T02,2548.210768308,2762.398743658,2703.207237545,3317.876417862,2686.558078296,3667.56727385,2411.287818768,2492.34716756,2958.646623972,2568.700540701,0.0
Y24H5740128P05T01,2055.933027693,2178.008036041,2571.348769009,2361.601468478,1941.164999445,2714.861649577,2142.550259212,2043.9071713,2383.963231868,2030.669623093,0.0
Y24H5740128P05T02,2055.933027693,2178.008036041,2571.348769009,2361.601468478,1941.164999445,2714.861649577,2142.550259212,2043.9071713,2383.963231868,2030.669623093,0.0
Y24H5740129P03T01,734.497298419,643.793165676,855.390302702,961.725944662,684.939652397,858.613662001,893.844688187,756.768312979,759.788231324,742.120904363,0.0
Y24H5740129P03T02,734.497298419,643.793165676,855.390302702,961.725944662,684.939652397,858.613662001,893.844688187,756.768312979,759.788231324,742.120904363,0.0
Y24H5740129P03T03,734.497298419,643.793165676,855.390302702,961.725944662,684.939652397,858.613662001,893.844688187,756.768312979,759.788231324,742.120904363,0.0
Y24H5740129P03T04,734.497298419,643.793165676,855.390302702,961.725944662,684.939652397,858.613662001,893.844688187,756.768312979,759.788231324,742.120904363,0.0
Y24H5740129P03T05,734.497298419,643.793165676,855.390302702,961.725944662,684.939652397,858.613662001,893.844688187,756.768312979,759.788231324,742.120904363,0.0
Y24H5740129P03T06,734.497298419,643.793165676,855.390302702,961.725944662,684.939652397,858.613662001,893.844688187,756.768312979,759.788231324,742.120904363,0.0
Y24H5740129P03T07,734.497298419,643.793165676,855.390302702,961.725944662,684.939652397,858.613662001,893.844688187,756.768312979,759.788231324,742.120904363,0.0
Y24H5740129P03T08,734.497298419,643.793165676,855.390302702,961.725944662,684.939652397,858.613662001,893.844688187,756.768312979,759.788231324,742.120904363,0.0
Y24H5740129P03T09,734.497298419,643.793165676,855.390302702,961.725944662,684.939652397,858.613662001,893.844688187,756.768312979,759.788231324,742.120904363,0.0
Y24H5740129P03T10,734.497298419,643.793165676,855.390302702,961.725944662,684.939652397,858.613662001,893.844688187,756.768312979,759.788231324,742.120904363,0.0
Y24H5740129P03T11,734.497298419,643.793165676,855.390302702,961.725944662,684.939652397,858.613662001,893.844688187,756.768312979,759.788231324,742.120904363,0.0
Y24H5740129P03T12,734.497298419,643.793165676,855.390302702,961.725944662,684.939652397,858.613662001,893.844688187,756.768312979,759.788231324,742.120904363,0.0
Y24H5740131P01T01,833.181207918,765.154596869,885.448010442,1069.693134255,849.684286031,1028.621249522,999.359112899,821.973012858,1025.301468273,812.292730784,0.0
Y24H5740131P01T02,833.181207918,765.154596869,885.448010442,1069.693134255,849.684286031,1028.621249522,999.359112899,821.973012858,1025.301468273,812.292730784,0.0
Y24H5740131P02T01,946.335436235,848.989625914,1241.496768704,1240.99176422,960.74340877,1103.299950145,1094.808993862,932.442029735,967.655684544,1034.517430239,0.0
Y24H5740131P02T02,946.335436235,848.989625914,1241.496768704,1240.99176422,960.74340877,1103.299950145,1094.808993862,932.442029735,967.655684544,1034.517430239,0.0
Y24H5740131P02T03,946.335436235,848.989625914,1241.496768704,1240.99176422,960.74340877,1103.299950145,1094.808993862,932.442029735,967.655684544,1034.517430239,0.0
Y24H5740131P02T04,946.335436235,848.989625914,1241.496768704,1240.99176422,960.74340877,1103.299950145,1094.808993862,932.442029735,967.655684544,1034.517430239,0.0
Y24H5740131P02T05,946.335436235,848.989625914,1241.496768704,1240.99176422,960.74340877,1103.299950145,1094.808993862,932.442029735,967.655684544,1034.517430239,0.0
Y24H5740131P02T06,946.335436235,848.989625914,1241.496768704,1240.99176422,960.74340877,1103.299950145,1094.808993862,932.442029735,967.655684544,1034.517430239,0.0
Y24H5740131P03T01,746.800491716,692.810846779,809.400308169,787.963400382,705.391696403,912.535557186,858.966058824,754.107059959,907.083245194,775.63625365,0.0
Y24H5740131P03T02,746.800491716,692.810846779,809.400308169,787.963400382,705.391696403,912.535557186,858.966058824,754.107059959,907.083245194,775.63625365,0.0
Y24H5740131P04T01,1315.567514218,1261.064228965,1557.573939166,1501.833088632,1420.150161685,1512.905945031,1605.619234091,1307.839597215,1492.926597431,1330.744335981,0.0
Y24H5740131P04T02,1315.567514218,1261.064228965,1557.573939166,1501.833088632,1420.150161685,1512.905945031,1605.619234091,1307.839597215,1492.926597431,1330.744335981,0.0
Y24H5740131P04T03,1315.567514218,1261.064228965,1557.573939166,1501.833088632,1420.150161685,1512.905945031,1605.619234091,1307.839597215,1492.926597431,1330.744335981,0.0
Y24H5740131P04T04,1315.567514218,1261.064228965,1557.573939166,1501.833088632,1420.150161685,1512.905945031,1605.619234091,1307.839597215,1492.926597431,1330.744335981,0.0
Y24H5740135P01T01,1716.889554007,1572.729443885,1836.582563812,2510.262598195,1910.45010276,1799.539072176,1994.47800801,1785.362731826,1603.725636492,1765.185992694,0.0
Y24H5740135P01T02,1716.889554007,1572.729443885,1836.582563812,2510.262598195,1910.45010276,1799.539072176,1994.47800801,1785.362731826,1603.725636492,1765.185992694,0.0
Y24H5740135P01T03,1716.889554007,1572.729443885,1836.582563812,2510.262598195,1910.45010276,1799.539072176,1994.47800801,1785.362731826,1603.725636492,1765.185992694,0.0
Y24H5740135P01T04,1716.889554007,1572.729443885,1836.582563812,2510.262598195,1910.45010276,1799.539072176,1994.47800801,1785.362731826,1603.725636492,1765.185992694,0.0
Y24H5740135P02T01,1264.225562462,1098.092029236,1507.367099314,1730.048576679,1297.857570068,1398.797944173,1552.551864202,1323.239901851,1223.565401724,1283.545940266,0.0
Y24H5740135P02T02,1264.225562462,1098.092029236,1507.367099314,1730.048576679,1297.857570068,1398.797944173,1552.551864202,1323.239901851,1223.565401724,1283.545940266,0.0
Y24H5740135P03T01,1594.458749404,1400.192311279,1784.653109664,2231.305674895,1721.553012527,1787.992645399,1858.202991639,1635.784068318,1523.33602526,1690.439425769,0.0
Y24H5740135P03T02,1594.458749404,1400.192311279,1784.653109664,2231.305674895,1721.553012527,1787.992645399,1858.202991639,1635.784068318,1523.33602526,1690.439425769,0.0
Y24H5740135P04T01,1495.949232812,1305.252763776,2011.73965065,1918.553129259,1821.608770728,1578.64011286,1626.698708745,1538.012721434,1440.262122937,1538.317634251,0.0
Y24H5740135P04T02,1495.949232812,1305.252763776,2011.73965065,1918.553129259,1821.608770728,1578.64011286,1626.698708745,1538.012721434,1440.262122937,1538.317634251,0.0
Y24H5740305P01T01,1078.703085594,1227.660435131,1592.404799111,1448.19898741,1110.676769127,1302.046232162,1090.619366094,1142.678382015,1170.574757966,0.0,950.961874424
Y24H5740305P01T02,1078.703085594,1227.660435131,1592.404799111,1448.19898741,1110.676769127,1302.046232162,1090.619366094,1142.678382015,1170.574757966,0.0,950.961874424
Y24H5740305P01T03,1078.703085594,1227.660435131,1592.404799111,1448.19898741,1110.676769127,1302.046232162,1090.619366094,1142.678382015,1170.574757966,0.0,950.961874424
Y24H5740305P01T04,1078.703085594,1227.660435131,1592.404799111,1448.19898741,1110.676769127,1302.046232162,1090.619366094,1142.678382015,1170.574757966,0.0,950.961874424
Y24H5740305P01T05,1078.703085594,1227.660435131,1592.404799111,1448.19898741,1110.676769127,1302.046232162,1090.619366094,1142.678382015,1170.574757966,0.0,950.961874424
Y24H5740305P01T06,1078.703085594,1227.660435131,1592.404799111,1448.19898741,1110.676769127,1302.046232162,1090.619366094,1142.678382015,1170.574757966,0.0,950.961874424
Y24H5740309P01T01,650.229827515,743.328552327,836.16480561,886.891123204,657.959537129,742.579737573,615.707255004,712.21070089,679.289169558,0.0,611.465592637
Y24H5740309P01T02,650.229827515,743.328552327,836.16480561,886.891123204,657.959537129,742.579737573,615.707255004,712.21070089,679.289169558,0.0,611.465592637
Y24H5740309P01T03,650.229827515,743.328552327,836.16480561,886.891123204,657.959537129,742.579737573,615.707255004,712.21070089,679.289169558,0.0,611.465592637
Y24H5740309P01T04,650.229827515,743.328552327,836.16480561,886.891123204,657.959537129,742.579737573,615.707255004,712.21070089,679.289169558,0.0,611.465592637
Y24H5740309P01T05,650.229827515,743.328552327,836.16480561,886.891123204,657.959537129,742.579737573,615.707255004,712.21070089,679.289169558,0.0,611.465592637
Y24H5740309P02T01,1182.710360267,1288.781089197,1562.539057221,1424.589833576,1172.775647066,1428.821736087,1178.030919102,1555.844012829,1333.482116557,0.0,1195.911461808
Y24H5740309P02T02,1182.710360267,1288.781089197,1562.539057221,1424.589833576,1172.775647066,1428.821736087,1178.030919102,1555.844012829,1333.482116557,0.0,1195.911461808
Y24H5740309P02T03,1182.710360267,1288.781089197,1562.539057221,1424.589833576,1172.775647066,1428.821736087,1178.030919102,1555.844012829,1333.482116557,0.0,1195.911461808
Y24H5740309P02T04,1182.710360267,1288.781089197,1562.539057221,1424.589833576,1172.775647066,1428.821736087,1178.030919102,1555.844012829,1333.482116557,0.0,1195.911461808
Y24H5740309P02T05,1182.710360267,1288.781089197,1562.539057221,1424.589833576,1172.775647066,1428.821736087,1178.030919102,1555.844012829,1333.482116557,0.0,1195.911461808
Y24H5740309P02T06,1182.710360267,1288.781089197,1562.539057221,1424.589833576,1172.775647066,1428.821736087,1178.030919102,1555.844012829,1333.482116557,0.0,1195.911461808
Y24H5740309P02T07,1182.710360267,1288.781089197,1562.539057221,1424.589833576,1172.775647066,1428.821736087,1178.030919102,1555.844012829,1333.482116557,0.0,1195.911461808
Y24H5740309P02T08,1182.710360267,1288.781089197,1562.539057221,1424.589833576,1172.775647066,1428.821736087,1178.030919102,1555.844012829,1333.482116557,0.0,1195.911461808
Y24H5740317P01T01,628.018063666,803.943399942,957.162685993,860.590041624,625.744016429,572.295683361,639.514369148,739.309693121,516.312457805,0.0,668.915190462
Y24H5740317P01T02,628.018063666,803.943399942,957.162685993,860.590041624,625.744016429,572.295683361,639.514369148,739.309693121,516.312457805,0.0,668.915190462
Y24H5740317P01T03,628.018063666,803.943399942,957.162685993,860.590041624,625.744016429,572.295683361,639.514369148,739.309693121,516.312457805,0.0,668.915190462
Y24H5740317P01T04,628.018063666,803.943399942,957.162685993,860.590041624,625.744016429,572.295683361,639.514369148,739.309693121,516.312457805,0.0,668.915190462
Y24H5740317P01T05,628.018063666,803.943399942,957.162685993,860.590041624,625.744016429,572.295683361,639.514369148,739.309693121,516.312457805,0.0,668.915190462
Y24H5740317P02T01,692.633313734,938.076080815,1307.41419986,828.429285456,690.8865614,568.433991927,717.642286201,811.121769152,526.712690766,0.0,779.611438662
Y24H5740317P02T02,692.633313734,938.076080815,1307.41419986,828.429285456,690.8865614,568.433991927,717.642286201,811.121769152,526.712690766,0.0,779.611438662
Y24H5740317P02T03,692.633313734,938.076080815,1307.41419986,828.429285456,690.8865614,568.433991927,717.642286201,811.121769152,526.712690766,0.0,779.611438662
Y24H5740317P02T04,692.633313734,938.076080815,1307.41419986,828.429285456,690.8865614,568.433991927,717.642286201,811.121769152,526.712690766,0.0,779.611438662
Y24H5740317P02T05,692.633313734,938.076080815,1307.41419986,828.429285456,690.8865614,568.433991927,717.642286201,811.121769152,526.712690766,0.0,779.611438662
Y24H5740317P02T06,692.633313734,938.076080815,1307.41419986,828.429285456,690.8865614,568.433991927,717.642286201,811.121769152,526.712690766,0.0,779.611438662
Y24H5740318P01T01,831.088375256,978.683702756,1518.90444537,1030.421040909,854.325479839,987.55101108,883.459819787,878.15703832,627.169440507,0.0,708.437616433
Y24H5740318P01T02,831.088375256,978.683702756,1518.90444537,1030.421040909,854.325479839,987.55101108,883.459819787,878.15703832,627.169440507,0.0,708.437616433
Y24H5740326P01T01,1187.192547517,1351.961861818,0.0,1408.071883031,1274.156274721,1135.67856962,1179.987826964,1353.457529968,1426.383460038,1256.923690394,1110.260938882
Y24H5740326P01T02,1187.192547517,1351.961861818,0.0,1408.071883031,1274.156274721,1135.67856962,1179.987826964,1353.457529968,1426.383460038,1256.923690394,1110.260938882
Y24H5740326P01T03,1187.192547517,1351.961861818,0.0,1408.071883031,1274.156274721,1135.67856962,1179.987826964,1353.457529968,1426.383460038,1256.923690394,1110.260938882
Y24H5740326P01T04,1187.192547517,1351.961861818,0.0,1408.071883031,1274.156274721,1135.67856962,1179.987826964,1353.457529968,1426.383460038,1256.923690394,1110.260938882
Y24H5740328P01T01,1582.182765534,1846.481617716,0.0,1852.147033268,1566.685025433,2140.391841626,1531.829702849,1682.339074199,1856.543163932,1579.473961555,1369.621765288
Y24H5740328P01T02,1582.182765534,1846.481617716,0.0,1852.147033268,1566.685025433,2140.391841626,1531.829702849,1682.339074199,1856.543163932,1579.473961555,1369.621765288
Y24H5740331P01T01,804.67558497,966.76132121,0.0,1079.973335261,776.432194893,847.616892587,854.426038692,1015.645252903,718.17858299,778.585876921,844.647772483
Y24H5740331P01T02,804.67558497,966.76132121,0.0,1079.973335261,776.432194893,847.616892587,854.426038692,1015.645252903,718.17858299,778.585876921,844.647772483
Y24H5740331P02T01,1117.181783646,1365.611106659,0.0,1306.393568647,1119.912957469,1279.611791194,1155.752706873,1350.006055436,935.356296762,1068.080172197,1113.153508453
Y24H5740331P02T02,1117.181783646,1365.611106659,0.0,1306.393568647,1119.912957469,1279.611791194,1155.752706873,1350.006055436,935.356296762,1068.080172197,1113.153508453
Y24H5740331P02T03,1117.181783646,1365.611106659,0.0,1306.393568647,1119.912957469,1279.611791194,1155.752706873,1350.006055436,935.356296762,1068.080172197,1113.153508453
Y24H5740331P02T04,1117.181783646,1365.611106659,0.0,1306.393568647,1119.912957469,1279.611791194,1155.752706873,1350.006055436,935.356296762,1068.080172197,1113.153508453
Y24H5740331P02T05,1117.181783646,1365.611106659,0.0,1306.393568647,1119.912957469,1279.611791194,1155.752706873,1350.006055436,935.356296762,1068.080172197,1113.153508453
Y24H5740337P01T01,1251.425191934,1628.885907734,0.0,1613.423751084,1157.997952497,1441.63043791,1205.662905498,1277.032697783,1637.439521967,1148.032481525,1090.307938434
Y24H5740337P01T02,1251.425191934,1628.885907734,0.0,1613.423751084,1157.997952497,1441.63043791,1205.662905498,1277.032697783,1637.439521967,1148.032481525,1090.307938434
Y24H5740337P02T01,646.550865959,684.632257971,0.0,731.05202017,658.075260609,686.459152468,630.823498458,780.063707692,738.697736088,687.139460015,647.737910447
Y24H5740337P02T02,646.550865959,684.632257971,0.0,731.05202017,658.075260609,686.459152468,630.823498458,780.063707692,738.697736088,687.139460015,647.737910447
Y24H5740340P01T01,641.679404901,767.555109903,0.0,762.892588865,630.403791589,777.101210661,627.467033824,750.557427333,715.035352233,644.048033487,603.310653722
Y24H5740340P01T02,641.679404901,767.555109903,0.0,762.892588865,630.403791589,777.101210661,627.467033824,750.557427333,715.035352233,644.048033487,603.310653722
Y24H5740340P01T03,641.679404901,767.555109903,0.0,762.892588865,630.403791589,777.101210661,627.467033824,750.557427333,715.035352233,644.048033487,603.310653722
Y24H5740340P01T04,641.679404901,767.555109903,0.0,762.892588865,630.403791589,777.101210661,627.467033824,750.557427333,715.035352233,644.048033487,603.310653722
Y24H5740340P01T05,641.679404901,767.555109903,0.0,762.892588865,630.403791589,777.101210661,627.467033824,750.557427333,715.035352233,644.048033487,603.310653722
Y24H5740340P01T06,641.679404901,767.555109903,0.0,762.892588865,630.403791589,777.101210661,627.467033824,750.557427333,715.035352233,644.048033487,603.310653722
Y24H5740340P01T07,641.679404901,767.555109903,0.0,762.892588865,630.403791589,777.101210661,627.467033824,750.557427333,715.035352233,644.048033487,603.310653722
Y24H5740340P01T08,641.679404901,767.555109903,0.0,762.892588865,630.403791589,777.101210661,627.467033824,750.557427333,715.035352233,644.048033487,603.310653722
Y24H5740340P01T09,641.679404901,767.555109903,0.0,762.892588865,630.403791589,777.101210661,627.467033824,750.557427333,715.035352233,644.048033487,603.310653722
Y24H5740340P01T10,641.679404901,767.555109903,0.0,762.892588865,630.403791589,777.101210661,627.467033824,750.557427333,715.035352233,644.048033487,603.310653722
Y24H5740340P02T01,678.48551527,668.636683557,0.0,882.236410117,717.722380308,833.900903766,673.984693246,815.216694679,793.658648153,705.739435563,620.589982024
Y24H5740340P02T02,678.48551527,668.636683557,0.0,882.236410117,717.722380308,833.900903766,673.984693246,815.216694679,793.658648153,705.739435563,620.589982024
Y24H5740340P02T03,678.48551527,668.636683557,0.0,882.236410117,717.722380308,833.900903766,673.984693246,815.216694679,793.658648153,705.739435563,620.589982024
Y24H5740340P02T04,678.48551527,668.636683557,0.0,882.236410117,717.722380308,833.900903766,673.984693246,815.216694679,793.658648153,705.739435563,620.589982024
Y24H5740501P02T01,464.258985493,534.864879177,543.911322327,0.0,515.815731237,552.446568294,655.376217485,475.5897976,482.936448338,449.50346825,493.0424492
Y24H5740501P02T02,464.258985493,534.864879177,543.911322327,0.0,515.815731237,552.446568294,655.376217485,475.5897976,482.936448338,449.50346825,493.0424492
Y24H5740501P02T03,464.258985493,534.864879177,543.911322327,0.0,515.815731237,552.446568294,655.376217485,475.5897976,482.936448338,449.50346825,493.0424492
Y24H5740501P02T04,464.258985493,534.864879177,543.911322327,0.0,515.815731237,552.446568294,655.376217485,475.5897976,482.936448338,449.50346825,493.0424492
Y24H5740501P03T01,358.71152487,399.067066599,510.772773076,0.0,393.887819198,399.681662776,495.616501404,340.531684842,367.407641098,335.678433562,413.46392479
Y24H5740501P03T02,358.71152487,399.067066599,510.772773076,0.0,393.887819198,399.681662776,495.616501404,340.531684842,367.407641098,335.678433562,413.46392479
Y24H5740501P04T01,356.730442367,396.537531649,507.856770695,0.0,391.601313171,397.619472042,492.602582169,338.720768493,365.478741316,333.901901876,411.418735718
Y24H5740501P04T02,356.730442367,396.537531649,507.856770695,0.0,391.601313171,397.619472042,492.602582169,338.720768493,365.478741316,333.901901876,411.418735718
Y24H5740504P01T01,382.958469329,446.1083265,491.089509051,0.0,437.516041765,371.267431538,458.470115185,359.821297402,424.888459654,389.269802637,434.908844222
Y24H5740504P01T02,382.958469329,446.1083265,491.089509051,0.0,437.516041765,371.267431538,458.470115185,359.821297402,424.888459654,389.269802637,434.908844222
Y24H5740504P01T03,382.958469329,446.1083265,491.089509051,0.0,437.516041765,371.267431538,458.470115185,359.821297402,424.888459654,389.269802637,434.908844222
Y24H5740504P01T04,382.958469329,446.1083265,491.089509051,0.0,437.516041765,371.267431538,458.470115185,359.821297402,424.888459654,389.269802637,434.908844222
Y24H5740504P01T05,382.958469329,446.1083265,491.089509051,0.0,437.516041765,371.267431538,458.470115185,359.821297402,424.888459654,389.269802637,434.908844222
Y24H5740504P01T06,382.958469329,446.1083265,491.089509051,0.0,437.516041765,371.267431538,458.470115185,359.821297402,424.888459654,389.269802637,434.908844222
Y24H5740504P01T07,382.958469329,446.1083265,491.089509051,0.0,437.516041765,371.267431538,458.470115185,359.821297402,424.888459654,389.269802637,434.908844222
Y24H5740504P01T08,382.958469329,446.1083265,491.089509051,0.0,437.516041765,371.267431538,458.470115185,359.821297402,424.888459654,389.269802637,434.908844222
Y24H5740505P01T01,445.074066775,568.789039563,541.625229289,0.0,512.500360355,503.61417721,542.015550675,430.997029548,432.814910335,453.500615618,487.896364538
Y24H5740505P01T02,445.074066775,568.789039563,541.625229289,0.0,512.500360355,503.61417721,542.015550675,430.997029548,432.814910335,453.500615618,487.896364538
Y24H5740505P01T03,445.074066775,568.789039563,541.625229289,0.0,512.500360355,503.61417721,542.015550675,430.997029548,432.814910335,453.500615618,487.896364538
Y24H5740505P01T04,445.074066775,568.789039563,541.625229289,0.0,512.500360355,503.61417721,542.015550675,430.997029548,432.814910335,453.500615618,487.896364538
Y24H5740505P01T05,445.074066775,568.789039563,541.625229289,0.0,512.500360355,503.61417721,542.015550675,430.997029548,432.814910335,453.500615618,487.896364538
Y24H5740505P02T01,876.122779431,941.555788427,1220.06714921,0.0,1052.220093773,1059.811798931,931.468963025,909.262776294,842.843289535,877.220664251,1055.100404156
Y24H5740505P02T02,876.122779431,941.555788427,1220.06714921,0.0,1052.220093773,1059.811798931,931.468963025,909.262776294,842.843289535,877.220664251,1055.100404156
Y24H5740505P03T01,1104.956604473,1440.371692889,1489.556487387,0.0,1249.839274799,1299.169593027,1028.516399077,1248.102738992,1016.93195603,1077.752017552,1343.690077345
Y24H5740505P03T02,1104.956604473,1440.371692889,1489.556487387,0.0,1249.839274799,1299.169593027,1028.516399077,1248.102738992,1016.93195603,1077.752017552,1343.690077345
Y24H5740510P01T01,293.224358359,376.800955318,332.453448976,0.0,339.467471473,341.857203513,340.697229888,289.445051113,284.940804018,284.457563478,351.153801425
Y24H5740510P01T02,293.224358359,376.800955318,332.453448976,0.0,339.467471473,341.857203513,340.697229888,289.445051113,284.940804018,284.457563478,351.153801425
Y24H5740510P01T03,293.224358359,376.800955318,332.453448976,0.0,339.467471473,341.857203513,340.697229888,289.445051113,284.940804018,284.457563478,351.153801425
Y24H5740510P01T04,293.224358359,376.800955318,332.453448976,0.0,339.467471473,341.857203513,340.697229888,289.445051113,284.940804018,284.457563478,351.153801425
Y24H5740510P02T01,306.537486477,366.583693924,401.87518377,0.0,340.738669691,340.038839377,357.283852794,289.616145897,303.85848476,305.579988192,383.714708754
Y24H5740510P02T02,306.537486477,366.583693924,401.87518377,0.0,340.738669691,340.038839377,357.283852794,289.616145897,303.85848476,305.579988192,383.714708754
Y24H5740514P01T01,304.04897091,358.203599382,431.624903979,0.0,350.821301994,325.428151645,327.749928206,291.156405717,299.97119714,302.36817494,392.158824012
Y24H5740514P01T02,304.04897091,358.203599382,431.624903979,0.0,350.821301994,325.428151645,327.749928206,291.156405717,299.97119714,302.36817494,392.158824012
Y24H5740514P01T03,304.04897091,358.203599382,431.624903979,0.0,350.821301994,325.428151645,327.749928206,291.156405717,299.97119714,302.36817494,392.158824012
Y24H5740514P01T04,304.04897091,358.203599382,431.624903979,0.0,350.821301994,325.428151645,327.749928206,291.156405717,299.97119714,302.36817494,392.158824012
Y24H5740517P01T01,926.162994443,1244.601963203,959.799361287,0.0,1012.86645527,944.495265625,1243.748628486,993.281223009,933.941125707,993.651367318,1002.862350828
Y24H5740517P01T02,926.162994443,1244.601963203,959.799361287,0.0,1012.86645527,944.495265625,1243.748628486,993.281223009,933.941125707,993.651367318,1002.862350828
Y24H5740517P01T03,926.162994443,1244.601963203,959.799361287,0.0,1012.86645527,944.495265625,1243.748628486,993.281223009,933.941125707,993.651367318,1002.862350828
Y24H5740517P01T04,926.162994443,1244.601963203,959.799361287,0.0,1012.86645527,944.495265625,1243.748628486,993.281223009,933.941125707,993.651367318,1002.862350828
Y24H5740517P01T05,926.162994443,1244.601963203,959.799361287,0.0,1012.86645527,944.495265625,1243.748628486,993.281223009,933.941125707,993.651367318,1002.862350828
Y24H5740517P01T06,926.162994443,1244.601963203,959.799361287,0.0,1012.86645527,944.495265625,1243.748628486,993.281223009,933.941125707,993.651367318,1002.862350828
Y24H5740517P01T07,926.162994443,1244.601963203,959.799361287,0.0,1012.86645527,944.495265625,1243.748628486,993.281223009,933.941125707,993.651367318,1002.862350828
Y24H5740517P02T01,649.109169529,801.8176872,744.677964676,0.0,697.133217376,654.596528669,821.354716472,698.373088487,659.064630149,673.837886686,798.096475413
Y24H5740517P02T02,649.109169529,801.8176872,744.677964676,0.0,697.133217376,654.596528669,821.354716472,698.373088487,659.064630149,673.837886686,798.096475413
Y24H5740517P02T03,649.109169529,801.8176872,744.677964676,0.0,697.133217376,654.596528669,821.354716472,698.373088487,659.064630149,673.837886686,798.096475413
Y24H5740519P01T01,1050.57732897,1212.800906583,1328.364253652,0.0,1120.578420265,1016.408969687,1272.280890943,1473.029232938,999.284466433,1111.646194648,1258.536107866
Y24H5740519P01T02,1050.57732897,1212.800906583,1328.364253652,0.0,1120.578420265,1016.408969687,1272.280890943,1473.029232938,999.284466433,1111.646194648,1258.536107866
Y24H5740519P01T03,1050.57732897,1212.800906583,1328.364253652,0.0,1120.578420265,1016.408969687,1272.280890943,1473.029232938,999.284466433,1111.646194648,1258.536107866
Y24H5740519P02T01,961.482883753,1255.744059654,1129.329888593,0.0,1067.27087814,961.651756153,1271.76341156,1220.496856704,908.283578924,1024.984219294,1063.301242768
Y24H5740519P02T02,961.482883753,1255.744059654,1129.329888593,0.0,1067.27087814,961.651756153,1271.76341156,1220.496856704,908.283578924,1024.984219294,1063.301242768
Y24H5740519P02T03,961.482883753,1255.744059654,1129.329888593,0.0,1067.27087814,961.651756153,1271.76341156,1220.496856704,908.283578924,1024.984219294,1063.301242768
Y24H5740519P03T01,861.04444954,1037.933271785,1075.085117985,0.0,918.784035663,885.194801683,940.938166835,1237.785504803,838.547950631,883.546775313,1001.209345332
Y24H5740519P03T02,861.04444954,1037.933271785,1075.085117985,0.0,918.784035663,885.194801683,940.938166835,1237.785504803,838.547950631,883.546775313,1001.209345332
Y24H5740520P01T01,884.696531684,1159.44556883,1090.236060097,0.0,894.166028879,879.938401209,1113.896501952,823.135626462,928.53362659,977.666928894,1103.621915673
Y24H5740520P01T02,884.696531684,1159.44556883,1090.236060097,0.0,894.166028879,879.938401209,1113.896501952,823.135626462,928.53362659,977.666928894,1103.621915673
